,country,year,sex,suicides_no,population
1515,Ireland,2011,male,458,2088541
1516,Ireland,2012,female,96,2137223
1517,Ireland,2012,male,446,2083583
1518,Ireland,2013,female,96,2139848
1519,Ireland,2013,male,391,2087530
1520,Ireland,2014,female,87,2186322
1521,Ireland,2014,male,399,2141721
1522,Israel,1985,female,75,1887900
1523,Israel,1985,male,159,1865600
1524,Israel,1986,female,96,1918500
1525,Israel,1986,male,182,1895000
1526,Israel,1987,female,78,1951100
1527,Israel,1987,male,193,1927000
1528,Israel,1988,female,89,1985800
1529,Israel,1988,male,214,1961500
1530,Israel,1989,female,105,2022600
1531,Israel,1989,male,248,1998500
1532,Israel,1990,female,84,2093100
1533,Israel,1990,male,220,2063000
1534,Israel,1991,female,97,2232700
1535,Israel,1991,male,262,2190500
1536,Israel,1992,female,103,2319900
1537,Israel,1992,male,278,2269000
1538,Israel,1993,female,99,2386800
1539,Israel,1993,male,272,2330200
1540,Israel,1994,female,112,2453400
1541,Israel,1994,male,304,2391500
1542,Israel,1995,female,102,2522200
1543,Israel,1995,male,258,2455500
1544,Israel,1996,female,75,2597500
1545,Israel,1996,male,231,2506200
1546,Israel,1997,female,78,2663700
1547,Israel,1997,male,301,2569800
1548,Israel,1998,female,79,2728200
1549,Israel,1998,male,239,2632000
1550,Israel,1999,female,71,2797781
1551,Israel,1999,male,297,2699266
1552,Israel,2000,female,87,2872602
1553,Israel,2000,male,307,2770689
1554,Israel,2001,female,75,2940730
1555,Israel,2001,male,323,2836737
1556,Israel,2002,female,91,2999943
1557,Israel,2002,male,291,2895565
1558,Israel,2003,female,72,3053427
1559,Israel,2003,male,345,2949700
1560,Israel,2004,female,91,3106467
1561,Israel,2004,male,320,3003464
1562,Israel,2005,female,121,3161517
1563,Israel,2005,male,304,3059344
1564,Israel,2006,female,88,3217781
1565,Israel,2006,male,279,3116704
1566,Israel,2007,female,63,3274672
1567,Israel,2007,male,263,3174142
1568,Israel,2008,female,60,3332728
1569,Israel,2008,male,294,3232874
1570,Israel,2009,female,94,3416862
1571,Israel,2009,male,310,3314973
1572,Israel,2010,female,86,3475022
1573,Israel,2010,male,394,3374803
1574,Israel,2011,female,87,3537223
1575,Israel,2011,male,322,3434272
1576,Israel,2012,female,81,3596714
1577,Israel,2012,male,349,3498646
1578,Israel,2013,female,81,3661643
1579,Israel,2013,male,291,3564365
1580,Israel,2014,female,88,3731605
1581,Israel,2014,male,294,3634647
1582,Israel,2015,female,73,3806333
1583,Israel,2015,male,269,3709847
1584,Italy,1985,female,1388,27902400
1585,Italy,1985,male,3371,26212300
1586,Italy,1986,female,1398,27984600
1587,Italy,1986,male,3293,26282900
1588,Italy,1987,female,1253,28063300
1589,Italy,1987,male,3263,26360800
1590,Italy,1988,female,1286,28142500
1591,Italy,1988,male,3095,26437200
1592,Italy,1989,female,1218,28206200
1593,Italy,1989,male,3124,26491000
1594,Italy,1990,female,1221,28268100
1595,Italy,1990,male,3181,26563600
1596,Italy,1991,female,1247,28089700
1597,Italy,1991,male,3206,26375800
1598,Italy,1992,female,1204,27943121
1599,Italy,1992,male,3339,26211777
1600,Italy,1993,female,1181,27943375
1601,Italy,1993,male,3516,26197148
1602,Italy,1994,female,1125,27951526
1603,Italy,1994,male,3411,26191523
1604,Italy,1995,female,1139,27960312
1605,Italy,1995,male,3430,26180860
1606,Italy,1996,female,1231,27974178
1607,Italy,1996,male,3458,26176154
1608,Italy,1997,female,1147,27999770
1609,Italy,1997,male,3547,26181707
1610,Italy,1998,female,1056,28042969
1611,Italy,1998,male,3448,26207623
1612,Italy,1999,female,1010,28067959
1613,Italy,1999,male,3105,26212568
1614,Italy,2000,female,1046,28084432
1615,Italy,2000,male,3062,26214514
1616,Italy,2001,female,980,28107009
1617,Italy,2001,male,3050,26226835
1618,Italy,2002,female,924,28200013
1619,Italy,2002,male,3145,26326829
1620,Italy,2003,female,997,28388387
1621,Italy,2003,male,3078,26549183
1622,Italy,2004,female,940,28428086
1623,Italy,2004,male,3046,26560070
1624,Italy,2005,female,939,28553023
1625,Italy,2005,male,2803,26691667
1626,Italy,2006,female,859,28976254
1627,Italy,2006,male,2841,27204418
1628,Italy,2007,female,864,29184908
1629,Italy,2007,male,2893,27398670
1630,Italy,2008,female,907,29410224
1631,Italy,2008,male,2997,27599601
1632,Italy,2009,female,881,29592380
1633,Italy,2009,male,3093,27759450
1634,Italy,2010,female,861,29749743
1635,Italy,2010,male,3128,27888100
1636,Italy,2011,female,863,29311643
1637,Italy,2011,male,3290,27298506
1638,Italy,2012,female,933,29395746
1639,Italy,2012,male,3324,27399339
1640,Italy,2013,female,968,29719712
1641,Italy,2013,male,3322,27783619
1642,Italy,2014,female,932,29990161
1643,Italy,2014,male,3215,28110515
1644,Italy,2015,female,883,29981927
1645,Italy,2015,male,3105,28135770
1646,Japan,1985,female,8012,57570400
1647,Japan,1985,male,15245,55238800
1648,Japan,1986,female,9134,57963000
1649,Japan,1986,male,16350,55716000
1650,Japan,1987,female,8520,58341000
1651,Japan,1987,male,15143,56075000
1652,Japan,1988,female,8490,58690000
1653,Japan,1988,male,14186,56411000
1654,Japan,1989,female,8167,59031000
1655,Japan,1989,male,12846,56735000
1656,Japan,1990,female,7754,59319800
1657,Japan,1990,male,12248,56931600
1658,Japan,1991,female,7380,59607000
1659,Japan,1991,male,12400,57195000
1660,Japan,1992,female,7360,59878000
1661,Japan,1992,male,13396,57433000
1662,Japan,1993,female,6959,60111000
1663,Japan,1993,male,13394,57624000
1664,Japan,1994,female,6852,60308000
1665,Japan,1994,male,13892,57756000
1666,Japan,1995,female,7170,60476900
1667,Japan,1995,male,14079,57872600
1668,Japan,1996,female,7266,60707000
1669,Japan,1996,male,14701,58078000
1670,Japan,1997,female,7574,60874000
1671,Japan,1997,male,15706,58186000
1672,Japan,1998,female,9380,61057000
1673,Japan,1998,male,22078,58281000
1674,Japan,1999,female,8986,61202000
1675,Japan,1999,male,22129,58338000
1676,Japan,2000,female,8574,61266284
1677,Japan,2000,male,21415,58486376
1678,Japan,2001,female,8264,61465000
1679,Japan,2001,male,20868,58601000
1680,Japan,2002,female,8248,61581000
1681,Japan,2002,male,21467,58608000
1682,Japan,2003,female,8691,61722000
1683,Japan,2003,male,23190,58673000
1684,Japan,2004,female,8270,61816000
1685,Japan,2004,male,21764,58684000
1686,Japan,2005,female,8299,61880779
1687,Japan,2005,male,22070,58776728
1688,Japan,2006,female,8486,61929000
1689,Japan,2006,male,21283,58773000
1690,Japan,2007,female,8798,61950000
1691,Japan,2007,male,21867,58754000
1692,Japan,2008,female,8668,61917000
1693,Japan,2008,male,21405,58685000
1694,Japan,2009,female,8508,61887000
1695,Japan,2009,male,22015,58609000
1696,Japan,2010,female,8506,62244702
1697,Japan,2010,male,20905,58882565
1698,Japan,2011,female,8985,62164000
1699,Japan,2011,male,19781,58763000
1700,Japan,2012,female,7936,62082000
1701,Japan,2012,male,18402,58653000
1702,Japan,2013,female,7910,61986000
1703,Japan,2013,male,18081,58528000
1704,Japan,2014,female,7537,61879000
1705,Japan,2014,male,16820,58395000
1706,Japan,2015,female,6946,61881634
1707,Japan,2015,male,16146,58494676
1708,Kazakhstan,1990,female,779,7651900
1709,Kazakhstan,1990,male,2393,7122000
1710,Kazakhstan,1991,female,696,7738400
1711,Kazakhstan,1991,male,2386,7214400
1712,Kazakhstan,1992,female,785,7836400
1713,Kazakhstan,1992,male,2571,7313700
1714,Kazakhstan,1993,female,829,7926700
1715,Kazakhstan,1993,male,3190,7404700
1716,Kazakhstan,1994,female,780,7854500
1717,Kazakhstan,1994,male,3244,7375100
1718,Kazakhstan,1995,female,800,7748300
1719,Kazakhstan,1995,male,3906,7241300
1720,Kazakhstan,1996,female,777,7485500
1721,Kazakhstan,1996,male,3996,7002200
1722,Kazakhstan,1997,female,761,7435300
1723,Kazakhstan,1997,male,3881,6959300
1724,Kazakhstan,1998,female,729,7208100
1725,Kazakhstan,1998,male,3584,6636100
1726,Kazakhstan,1999,female,663,7172000
1727,Kazakhstan,1999,male,3328,6601400
1728,Kazakhstan,2000,female,746,7170861
1729,Kazakhstan,2000,male,3682,6601561
1730,Kazakhstan,2001,female,658,7173092
1731,Kazakhstan,2001,male,3719,6599604
1732,Kazakhstan,2002,female,678,7175393
1733,Kazakhstan,2002,male,3562,6602083
1734,Kazakhstan,2003,female,688,7194691
1735,Kazakhstan,2003,male,3633,6617172
1736,Kazakhstan,2004,female,692,7229228
1737,Kazakhstan,2004,male,3702,6644100
1738,Kazakhstan,2005,female,634,7271570
1739,Kazakhstan,2005,male,3269,6676200
1740,Kazakhstan,2006,female,675,7322123
1741,Kazakhstan,2006,male,3401,6715553
1742,Kazakhstan,2007,female,721,7372205
1743,Kazakhstan,2007,male,3420,6753401
1744,Kazakhstan,2008,female,767,7423151
1745,Kazakhstan,2008,male,3230,6792902
1746,Kazakhstan,2009,female,718,7504656
1747,Kazakhstan,2009,male,3120,6865979
1748,Kazakhstan,2010,female,645,7673426
1749,Kazakhstan,2010,male,2964,7039741
1750,Kazakhstan,2011,female,608,7750225
1751,Kazakhstan,2011,male,2793,7103125
1752,Kazakhstan,2012,female,563,7831781
1753,Kazakhstan,2012,male,2677,7191768
1754,Kazakhstan,2013,female,675,7928812
1755,Kazakhstan,2013,male,2837,7286570
1756,Kazakhstan,2014,female,563,8035694
1757,Kazakhstan,2014,male,2556,7393150
1758,Kazakhstan,2015,female,530,8143820
1759,Kazakhstan,2015,male,2342,7502932
1760,Latvia,1995,female,199,1281400
1761,Latvia,1995,male,825,1093300
1762,Latvia,1996,female,181,1275300
1763,Latvia,1996,male,741,1088100
1764,Latvia,1997,female,180,1270100
1765,Latvia,1997,male,706,1084600
1766,Latvia,1998,female,161,1263700
1767,Latvia,1998,male,678,1080400
1768,Latvia,1999,female,170,1257700
1769,Latvia,1999,male,593,1075700
1770,Latvia,2000,female,152,1231238
1771,Latvia,2000,male,618,1040869
1772,Latvia,2001,female,137,1216273
1773,Latvia,2001,male,571,1025954
1774,Latvia,2002,female,149,1202812
1775,Latvia,2002,male,521,1011672
1776,Latvia,2003,female,122,1190504
1777,Latvia,2003,male,482,999707
1778,Latvia,2004,female,106,1176197
1779,Latvia,2004,male,457,987280
1780,Latvia,2005,female,119,1162467
1781,Latvia,2005,male,445,975364
1782,Latvia,2006,female,80,1150136
1783,Latvia,2006,male,407,965079
1784,Latvia,2007,female,95,1137981
1785,Latvia,2007,male,358,955897
1786,Latvia,2008,female,100,1123835
1787,Latvia,2008,male,427,943694
1788,Latvia,2009,female,100,1105335
1789,Latvia,2009,male,416,924981
1790,Latvia,2010,female,62,1084378
1791,Latvia,2010,male,376,903528
1792,Latvia,2011,female,75,1066473
1793,Latvia,2011,male,365,887138
1794,Latvia,2012,female,73,1053575
1795,Latvia,2012,male,371,877946
1796,Latvia,2013,female,61,1042154
1797,Latvia,2013,male,322,870310
1798,Latvia,2014,female,71,1031287
1799,Latvia,2014,male,311,862754
1800,Latvia,2015,female,81,1020425
1801,Latvia,2015,male,306,855097
1802,Lithuania,1995,female,306,1801623
1803,Lithuania,1995,male,1388,1585526
1804,Lithuania,1996,female,334,1797385
1805,Lithuania,1996,male,1388,1577778
1806,Lithuania,1997,female,284,1793519
1807,Lithuania,1997,male,1348,1570754
1808,Lithuania,1998,female,268,1788120
1809,Lithuania,1998,male,1285,1562853
1810,Lithuania,1999,female,265,1780538
1811,Lithuania,1999,male,1285,1552914
1812,Lithuania,2000,female,314,1772419
1813,Lithuania,2000,male,1317,1542706
1814,Lithuania,2001,female,278,1762927
1815,Lithuania,2001,male,1255,1531211
1816,Lithuania,2002,female,242,1754027
1817,Lithuania,2002,male,1309,1520461
1818,Lithuania,2003,female,256,1744500
1819,Lithuania,2003,male,1199,1509627
1820,Lithuania,2004,female,256,1729047
1821,Lithuania,2004,male,1124,1493922
1822,Lithuania,2005,female,235,1705193
1823,Lithuania,2005,male,1084,1469535
1824,Lithuania,2006,female,196,1681937
1825,Lithuania,2006,male,853,1443830
1826,Lithuania,2007,female,177,1664090
1827,Lithuania,2007,male,848,1423777
1828,Lithuania,2008,female,193,1647209
1829,Lithuania,2008,male,918,1406547
1830,Lithuania,2009,female,186,1629588
1831,Lithuania,2009,male,952,1386909
1832,Lithuania,2010,female,189,1596518
1833,Lithuania,2010,male,829,1353219
1834,Lithuania,2011,female,201,1560470
1835,Lithuania,2011,male,817,1319335
1836,Lithuania,2012,female,174,1538559
1837,Lithuania,2012,male,753,1299211
1838,Lithuania,2013,female,198,1521634
1839,Lithuania,2013,male,887,1284993
1840,Lithuania,2014,female,161,1507700
1841,Lithuania,2014,male,769,1273877
1842,Lithuania,2015,female,169,1493405
1843,Lithuania,2015,male,727,1260521
1844,Lithuania,2016,female,129,1341184
1845,Lithuania,2016,male,693,1104112
1846,Malta,1985,female,0,158400
1847,Malta,1985,male,2,148800
1848,Malta,1986,female,1,160700
1849,Malta,1986,male,0,155100
1850,Malta,1987,female,0,161600
1851,Malta,1987,male,1,155800
1852,Malta,1988,female,1,163200
1853,Malta,1988,male,8,157600
1854,Malta,1989,female,5,164600
1855,Malta,1989,male,18,159400
1856,Malta,1990,female,0,166300
1857,Malta,1990,male,8,161100
1858,Malta,1991,female,1,168000
1859,Malta,1991,male,9,162800
1860,Malta,1992,female,6,169500
1861,Malta,1992,male,12,164800
1862,Malta,1993,female,7,171100
1863,Malta,1993,male,9,166600
1864,Malta,1994,female,3,173200
1865,Malta,1994,male,12,168500
1866,Malta,1995,female,6,174600
1867,Malta,1995,male,11,170300
1868,Malta,1996,female,1,176100
1869,Malta,1996,male,9,172100
1870,Malta,1997,female,4,177400
1871,Malta,1997,male,11,173000
1872,Malta,1998,female,1,178700
1873,Malta,1998,male,11,174700
1874,Malta,1999,female,5,179700
1875,Malta,1999,male,22,175900
1876,Malta,2000,female,6,183436
1877,Malta,2000,male,17,179240
1878,Malta,2001,female,7,187527
1879,Malta,2001,male,23,183014
1880,Malta,2002,female,8,189363
1881,Malta,2002,male,11,185093
1882,Malta,2003,female,3,190926
1883,Malta,2003,male,17,186859
1884,Malta,2004,female,10,192453
1885,Malta,2004,male,14,188465
1886,Malta,2005,female,3,193987
1887,Malta,2005,male,16,190124
1888,Malta,2006,female,5,194752
1889,Malta,2006,male,21,191286
1890,Malta,2007,female,1,195321
1891,Malta,2007,male,25,192260
1892,Malta,2008,female,2,196458
1893,Malta,2008,male,12,193737
1894,Malta,2009,female,3,197777
1895,Malta,2009,male,33,195325
1896,Malta,2010,female,2,198823
1897,Malta,2010,male,29,196126
1898,Malta,2011,female,0,199666
1899,Malta,2011,male,20,196757
1900,Malta,2012,female,6,200825
1901,Malta,2012,male,19,198313
1902,Malta,2013,female,1,202191
1903,Malta,2013,male,21,200537
1904,Malta,2014,female,5,203697
1905,Malta,2014,male,27,202828
1906,Malta,2015,female,7,205464
1907,Malta,2015,male,27,205173
1908,Mexico,1985,female,265,33840000
1909,Mexico,1985,male,1279,33726000
1910,Mexico,1986,female,269,34619300
1911,Mexico,1986,male,1445,34504200
1912,Mexico,1987,female,285,34088100
1913,Mexico,1987,male,1416,33860000
1914,Mexico,1988,female,280,34952000
1915,Mexico,1988,male,1423,34694000
1916,Mexico,1989,female,285,35825000
1917,Mexico,1989,male,1580,35534000
1918,Mexico,1990,female,278,36700900
1919,Mexico,1990,male,1648,36376000
1920,Mexico,1991,female,314,37578000
1921,Mexico,1991,male,1789,37218300
1922,Mexico,1992,female,338,38081100
1923,Mexico,1992,male,1899,37204700
1924,Mexico,1993,female,331,38875500
1925,Mexico,1993,male,2011,37951300
1926,Mexico,1994,female,393,39672900
1927,Mexico,1994,male,2195,38701200
1928,Mexico,1995,female,443,40473300
1929,Mexico,1995,male,2434,39453800
1930,Mexico,1996,female,494,42339570
1931,Mexico,1996,male,2514,41462724
1932,Mexico,1997,female,539,43109043
1933,Mexico,1997,male,2811,42231837
1934,Mexico,1998,female,510,43846755
1935,Mexico,1998,male,2802,42978923
1936,Mexico,1999,female,508,44564365
1937,Mexico,1999,male,2819,43707612
1938,Mexico,2000,female,537,45273122
1939,Mexico,2000,male,2919,44421671
1940,Mexico,2001,female,672,45948892
1941,Mexico,2001,male,3088,45103822
1942,Mexico,2002,female,656,46621484
1943,Mexico,2002,male,3170,45772832
1944,Mexico,2003,female,694,47308985
1945,Mexico,2003,male,3376,46449874
1946,Mexico,2004,female,675,48030275
1947,Mexico,2004,male,3381,47162793
1948,Mexico,2005,female,730,48798775
1949,Mexico,2005,male,3544,47931233
1950,Mexico,2006,female,709,49677364
1951,Mexico,2006,male,3521,48791475
1952,Mexico,2007,female,762,50584998
1953,Mexico,2007,male,3523,49709299
1954,Mexico,2008,female,860,51508653
1955,Mexico,2008,male,3782,50661934
1956,Mexico,2009,female,966,52430411
1957,Mexico,2009,male,4057,51613931
1958,Mexico,2010,female,900,53336733
1959,Mexico,2010,male,3958,52539128
1960,Mexico,2011,female,1071,54210107
1961,Mexico,2011,male,4487,53444993
1962,Mexico,2012,female,1051,55063134
1963,Mexico,2012,male,4330,54305631
1964,Mexico,2013,female,1043,55902257
1965,Mexico,2013,male,4668,55134451
1966,Mexico,2014,female,1228,56736919
1967,Mexico,2014,male,4950,55955670
1968,Mexico,2015,female,1248,57572745
1969,Mexico,2015,male,4986,56785139
1970,Mongolia,2016,female,52,1119571
1971,Mongolia,2016,male,371,1048018
1972,Montenegro,2000,female,0,294375
1973,Montenegro,2000,male,0,284293
1974,Montenegro,2001,female,0,294375
1975,Montenegro,2001,male,0,284293
1976,Montenegro,2002,female,0,294375
1977,Montenegro,2002,male,0,284293
1978,Montenegro,2003,female,0,295006
1979,Montenegro,2003,male,0,284682
1980,Montenegro,2004,female,0,296190
1981,Montenegro,2004,male,0,285433
1982,Montenegro,2005,female,36,297170
1983,Montenegro,2005,male,82,286062
1984,Montenegro,2006,female,0,298106
1985,Montenegro,2006,male,0,286779
1986,Montenegro,2007,female,32,299228
1987,Montenegro,2007,male,89,288016
1988,Montenegro,2008,female,46,300478
1989,Montenegro,2008,male,80,289475
1990,Montenegro,2009,female,30,301606
1991,Montenegro,2009,male,77,290628
1992,Netherlands,1985,female,590,6897600
1993,Netherlands,1985,male,1048,6720700
1994,Netherlands,1986,female,606,6938800
1995,Netherlands,1986,male,998,6756700
1996,Netherlands,1987,female,621,6981500
1997,Netherlands,1987,male,995,6795500
1998,Netherlands,1988,female,558,7022600
1999,Netherlands,1988,male,965,6833100
2000,Netherlands,1989,female,567,7061200
2001,Netherlands,1989,male,953,6868100
2002,Netherlands,1990,female,541,7103800
2003,Netherlands,1990,male,909,6910500
2004,Netherlands,1991,female,578,7152900
2005,Netherlands,1991,male,1033,6961900
2006,Netherlands,1992,female,546,7203900
2007,Netherlands,1992,male,1041,7013000
2008,Netherlands,1993,female,535,7252600
2009,Netherlands,1993,male,1020,7061000
2010,Netherlands,1994,female,500,7294900
2011,Netherlands,1994,male,1084,7102800
2012,Netherlands,1995,female,511,7333000
2013,Netherlands,1995,male,1000,7141000
2014,Netherlands,1996,female,534,7374000
2015,Netherlands,1996,male,1043,7179700
2016,Netherlands,1997,female,530,7418400
2017,Netherlands,1997,male,1042,7221500
2018,Netherlands,1998,female,517,7465500
2019,Netherlands,1998,male,1002,7269100
2020,Netherlands,1999,female,503,7513800
2021,Netherlands,1999,male,1016,7318200
2022,Netherlands,2000,female,501,7563123
2023,Netherlands,2000,male,1000,7370112
2024,Netherlands,2001,female,464,7613034
2025,Netherlands,2001,male,1010,7425303
2026,Netherlands,2002,female,507,7657662
2027,Netherlands,2002,male,1063,7472656
2028,Netherlands,2003,female,484,7695747
2029,Netherlands,2003,male,1018,7507650
2030,Netherlands,2004,female,492,7729729
2031,Netherlands,2004,male,1022,7536132
2032,Netherlands,2005,female,500,7760047
2033,Netherlands,2005,male,1074,7560548
2034,Netherlands,2006,female,479,7785922
2035,Netherlands,2006,male,1046,7582775
2036,Netherlands,2007,female,410,7814372
2037,Netherlands,2007,male,944,7611032
2038,Netherlands,2008,female,448,7852870
2039,Netherlands,2008,male,991,7654093
2040,Netherlands,2009,female,462,7897259
2041,Netherlands,2009,male,1068,7704917
2042,Netherlands,2010,female,477,7940767
2043,Netherlands,2010,male,1127,7750642
2044,Netherlands,2011,female,513,7980218
2045,Netherlands,2011,male,1137,7791944
2046,Netherlands,2012,female,570,8013092
2047,Netherlands,2012,male,1186,7826411
2048,Netherlands,2013,female,549,8042154
2049,Netherlands,2013,male,1307,7857354
2050,Netherlands,2014,female,589,8042154
2051,Netherlands,2014,male,1250,7857354
2052,Netherlands,2015,female,591,8114362
2053,Netherlands,2015,male,1282,7942980
2054,Netherlands,2016,female,613,7222268
2055,Netherlands,2016,male,1273,7017286
2056,New Zealand,1985,female,83,1528400
2057,New Zealand,1985,male,255,1497400
2058,New Zealand,1986,female,113,1531900
2059,New Zealand,1986,male,301,1494200
2060,New Zealand,1987,female,100,1544500
2061,New Zealand,1987,male,363,1502600
2062,New Zealand,1988,female,103,1550400
2063,New Zealand,1988,male,381,1504800
2064,New Zealand,1989,female,93,1558500
2065,New Zealand,1989,male,372,1505300
2066,New Zealand,1990,female,92,1572900
2067,New Zealand,1990,male,363,1516500
2068,New Zealand,1991,female,94,1635300
2069,New Zealand,1991,male,380,1568600
2070,New Zealand,1992,female,96,1650100
2071,New Zealand,1992,male,397,1585500
2072,New Zealand,1993,female,94,1668600
2073,New Zealand,1993,male,349,1604600
2074,New Zealand,1994,female,103,1691500
2075,New Zealand,1994,male,409,1628000
2076,New Zealand,1995,female,116,1718500
2077,New Zealand,1995,male,429,1655300
2078,New Zealand,1996,female,112,1747400
2079,New Zealand,1996,male,428,1685100
2080,New Zealand,1997,female,121,1766200
2081,New Zealand,1997,male,441,1704000
2082,New Zealand,1998,female,132,1783000
2083,New Zealand,1998,male,442,1719800
2084,New Zealand,1999,female,131,1811350
2085,New Zealand,1999,male,385,1737950
2086,New Zealand,2000,female,83,1826230
2087,New Zealand,2000,male,375,1747460
2088,New Zealand,2001,female,119,1840190
2089,New Zealand,2001,male,389,1758900
2090,New Zealand,2002,female,113,1868550
2091,New Zealand,2002,male,354,1790640
2092,New Zealand,2003,female,141,1901570
2093,New Zealand,2003,male,378,1827850
2094,New Zealand,2004,female,113,1944520
2095,New Zealand,2004,male,382,1857990
2096,New Zealand,2005,female,132,1969610
2097,New Zealand,2005,male,382,1879670
2098,New Zealand,2006,female,139,1996470
2099,New Zealand,2006,male,388,1902130
2100,New Zealand,2007,female,118,2014800
2101,New Zealand,2007,male,376,1920650
2102,New Zealand,2008,female,139,2030310
2103,New Zealand,2008,male,381,1938140
2104,New Zealand,2009,female,118,2049630
2105,New Zealand,2009,male,394,1960350
2106,New Zealand,2010,female,149,2071140
2107,New Zealand,2010,male,387,1984330
2108,New Zealand,2011,female,116,2087520
2109,New Zealand,2011,male,377,2002940
2110,New Zealand,2012,female,145,2101180
2111,New Zealand,2012,male,404,2019690
2112,New Zealand,2013,female,147,2117960
2113,New Zealand,2013,male,366,2011810
2114,Nicaragua,2010,female,77,2602471
2115,Nicaragua,2010,male,274,2504956
2116,Nicaragua,2011,female,93,2638498
2117,Nicaragua,2011,male,276,2539423
2118,Nicaragua,2012,female,82,2675565
2119,Nicaragua,2012,male,234,2575878
2120,Nicaragua,2013,female,75,2713298
2121,Nicaragua,2013,male,276,2613637
2122,Nicaragua,2014,female,70,2750943
2123,Nicaragua,2014,male,241,2651481
2124,Nicaragua,2015,female,85,2787968
2125,Nicaragua,2015,male,230,2688515
2126,Norway,1986,female,160,1982600
2127,Norway,1986,male,419,1929100
2128,Norway,1987,female,163,1991600
2129,Norway,1987,male,486,1937900
2130,Norway,1988,female,198,1999200
2131,Norway,1988,male,510,1947400
2132,Norway,1989,female,179,2003900
2133,Norway,1989,male,481,1951900
2134,Norway,1990,female,171,2007600
2135,Norway,1990,male,488,1953700
2136,Norway,1991,female,176,2013600
2137,Norway,1991,male,499,1959000
2138,Norway,1992,female,167,2022200
2139,Norway,1992,male,449,1967600
2140,Norway,1993,female,141,2033000
2141,Norway,1993,male,449,1977500
2142,Norway,1994,female,152,2044700
2143,Norway,1994,male,379,1988600
2144,Norway,1995,female,137,2056400
2145,Norway,1995,male,411,1999500
2146,Norway,1996,female,128,2067500
2147,Norway,1996,male,389,2010500
2148,Norway,1997,female,146,2079300
2149,Norway,1997,male,387,2022800
2150,Norway,1998,female,149,2092200
2151,Norway,1998,male,399,2037200
2152,Norway,1999,female,153,2106569
2153,Norway,1999,male,430,2053176
2154,Norway,2000,female,132,2109298
2155,Norway,2000,male,409,2059017
2156,Norway,2001,female,138,2131646
2157,Norway,2001,male,411,2083457
2158,Norway,2002,female,132,2145458
2159,Norway,2002,male,362,2098231
2160,Norway,2003,female,128,2159769
2161,Norway,2003,male,374,2113355
2162,Norway,2004,female,170,2173634
2163,Norway,2004,male,359,2128326
2164,Norway,2005,female,173,2189247
2165,Norway,2005,male,360,2145845
2166,Norway,2006,female,141,2205537
2167,Norway,2006,male,391,2166566
2168,Norway,2007,female,149,2223726
2169,Norway,2007,male,336,2193643
2170,Norway,2008,female,158,2246250
2171,Norway,2008,male,347,2225839
2172,Norway,2009,female,157,2270994
2173,Norway,2009,male,416,2256542
2174,Norway,2010,female,164,2296246
2175,Norway,2010,male,384,2286639
2176,Norway,2011,female,164,2322494
2177,Norway,2011,male,434,2320806
2178,Norway,2012,female,146,2349455
2179,Norway,2012,male,369,2357130
2180,Norway,2013,female,176,2376370
2181,Norway,2013,male,378,2391235
2182,Norway,2014,female,147,2403201
2183,Norway,2014,male,401,2423977
2184,Norway,2015,female,190,2428440
2185,Norway,2015,male,400,2454469
2186,Oman,2009,female,0,1036999
2187,Oman,2009,male,13,1570550
2188,Oman,2010,female,0,1063959
2189,Oman,2010,male,13,1684481
2190,Oman,2014,female,0,1235694
2191,Oman,2014,male,7,2395404
2192,Panama,1985,female,12,932300
2193,Panama,1985,male,44,967400
2194,Panama,1986,female,15,952100
2195,Panama,1986,male,67,987800
2196,Panama,1987,female,21,972100
2197,Panama,1987,male,64,1008700
2198,Panama,1988,female,21,1021576
2199,Panama,1988,male,66,1042734
2200,Panama,1989,female,9,1045811
2201,Panama,1989,male,61,1066668
2202,Panama,1996,female,15,1227521
2203,Panama,1996,male,98,1245330
2204,Panama,1997,female,21,1254337
2205,Panama,1997,male,124,1271873
2206,Panama,1998,female,24,1281030
2207,Panama,1998,male,124,1298403
2208,Panama,1999,female,19,1308069
2209,Panama,1999,male,124,1325279
2210,Panama,2000,female,19,1335775
2211,Panama,2000,male,124,1352735
2212,Panama,2001,female,23,1363197
2213,Panama,2001,male,139,1379785
2214,Panama,2002,female,30,1391925
2215,Panama,2002,male,130,1408121
2216,Panama,2003,female,21,1421610
2217,Panama,2003,male,174,1437354
2218,Panama,2004,female,34,1451621
2219,Panama,2004,male,152,1466832
2220,Panama,2005,female,24,1481520
2221,Panama,2005,male,148,1496075
2222,Panama,2006,female,13,1512148
2223,Panama,2006,male,172,1525811
2224,Panama,2007,female,21,1542223
2225,Panama,2007,male,150,1554915
2226,Panama,2008,female,32,1572009
2227,Panama,2008,male,154,1583627
2228,Panama,2009,female,28,1602015
2229,Panama,2009,male,149,1612498
2230,Panama,2010,female,21,1632558
2231,Panama,2010,male,130,1641857
2232,Panama,2011,female,19,1663084
2233,Panama,2011,male,125,1671107
2234,Panama,2012,female,18,1694247
2235,Panama,2012,male,117,1700997
2236,Panama,2013,female,13,1725944
2237,Panama,2013,male,117,1731443
2238,Panama,2014,female,20,1757982
2239,Panama,2014,male,127,1762231
2240,Panama,2015,female,19,1790195
2241,Panama,2015,male,91,1793187
2242,Paraguay,1985,female,27,1523789
2243,Paraguay,1985,male,36,1553525
2244,Paraguay,1986,female,23,1568407
