,country,year,sex,suicides_no,population
0,Albania,1987,female,25,1316900
1,Albania,1987,male,48,1392700
2,Albania,1988,female,22,1343600
3,Albania,1988,male,41,1420700
4,Albania,1989,female,15,1363300
5,Albania,1989,male,53,1439800
6,Albania,1992,female,14,1423200
7,Albania,1992,male,33,1399300
8,Albania,1993,female,27,1427400
9,Albania,1993,male,46,1379900
10,Albania,1994,female,15,1445100
11,Albania,1994,male,35,1404200
12,Albania,1995,female,34,1473800
13,Albania,1995,male,54,1429600
14,Albania,1996,female,39,1496000
15,Albania,1996,male,50,1444200
16,Albania,1997,female,52,1528900
17,Albania,1997,male,118,1448400
18,Albania,1998,female,58,1537300
19,Albania,1998,male,96,1475400
20,Albania,1999,female,48,1543300
21,Albania,1999,male,91,1486400
22,Albania,2000,female,16,1372400
23,Albania,2000,male,38,1423900
24,Albania,2001,female,35,1408730
25,Albania,2001,male,84,1390619
26,Albania,2002,female,42,1418737
27,Albania,2002,male,91,1400102
28,Albania,2003,female,51,1431674
29,Albania,2003,male,73,1412255
30,Albania,2004,female,57,1447609
31,Albania,2004,male,89,1427382
32,Albania,2005,female,0,1399928
33,Albania,2005,male,0,1383392
34,Albania,2006,female,0,1397509
35,Albania,2006,male,0,1382667
36,Albania,2007,female,47,1391852
37,Albania,2007,male,77,1378492
38,Albania,2008,female,61,1384673
39,Albania,2008,male,99,1372386
40,Albania,2009,female,0,1378059
41,Albania,2009,male,0,1367676
42,Albania,2010,female,35,1371628
43,Albania,2010,male,61,1364397
44,Argentina,1985,female,538,13690900
45,Argentina,1985,male,1450,13399900
46,Argentina,1986,female,641,13768700
47,Argentina,1986,male,1643,13475700
48,Argentina,1987,female,686,13947900
49,Argentina,1987,male,1600,13651500
50,Argentina,1988,female,665,14324000
51,Argentina,1988,male,1689,13984000
52,Argentina,1989,female,606,14529000
53,Argentina,1989,male,1641,14173000
54,Argentina,1990,female,595,14732000
55,Argentina,1990,male,1545,14359100
56,Argentina,1991,female,499,15133000
57,Argentina,1991,male,1452,14490000
58,Argentina,1992,female,504,15361300
59,Argentina,1992,male,1680,14684100
60,Argentina,1993,female,493,15584000
61,Argentina,1993,male,1737,14893500
62,Argentina,1994,female,510,15806800
63,Argentina,1994,male,1731,15104400
64,Argentina,1995,female,504,16029500
65,Argentina,1995,male,1700,15315900
66,Argentina,1996,female,532,16252800
67,Argentina,1996,male,1697,15527900
68,Argentina,1997,female,539,16568735
69,Argentina,1997,male,1645,15765046
70,Argentina,1998,female,526,16789196
71,Argentina,1998,male,1821,15968063
72,Argentina,1999,female,493,17006298
73,Argentina,1999,male,1930,16168564
74,Argentina,2000,female,550,17219345
75,Argentina,2000,male,2224,16366188
76,Argentina,2001,female,676,17438298
77,Argentina,2001,male,2456,16572648
78,Argentina,2002,female,703,17642501
79,Argentina,2002,male,2459,16765006
80,Argentina,2003,female,684,17837389
81,Argentina,2003,male,2605,16948518
82,Argentina,2004,female,654,18031399
83,Argentina,2004,male,2467,17131546
84,Argentina,2005,female,664,18230599
85,Argentina,2005,male,2394,17320018
86,Argentina,2006,female,612,18420650
87,Argentina,2006,male,2496,17498236
88,Argentina,2007,female,600,18624255
89,Argentina,2007,male,2346,17691237
90,Argentina,2008,female,611,18838032
91,Argentina,2008,male,2448,17895488
92,Argentina,2009,female,584,19054705
93,Argentina,2009,male,2300,18103296
94,Argentina,2010,female,566,19269234
95,Argentina,2010,male,2377,18309220
96,Argentina,2011,female,583,19491572
97,Argentina,2011,male,2329,18524167
98,Argentina,2012,female,628,19708068
99,Argentina,2012,male,2620,18733710
100,Argentina,2013,female,589,19920040
101,Argentina,2013,male,2398,18939085
102,Argentina,2014,female,687,20131806
103,Argentina,2014,male,2544,19144749
104,Argentina,2015,female,604,20346129
105,Argentina,2015,male,2469,19353495
106,Armenia,1990,female,29,1527100
107,Armenia,1990,male,64,1456600
108,Armenia,1991,female,26,1675100
109,Armenia,1991,male,54,1555700
110,Armenia,1992,female,19,1716800
111,Armenia,1992,male,64,1591900
112,Armenia,1993,female,35,1747200
113,Armenia,1993,male,71,1619400
114,Armenia,1994,female,36,1765600
115,Armenia,1994,male,76,1636900
116,Armenia,1995,female,35,1786400
117,Armenia,1995,male,95,1656800
118,Armenia,1996,female,24,1807800
119,Armenia,1996,male,63,1678500
120,Armenia,1997,female,15,1827200
121,Armenia,1997,male,62,1699500
122,Armenia,1998,female,18,1841100
123,Armenia,1998,male,48,1716900
124,Armenia,1999,female,18,1850600
125,Armenia,1999,male,49,1730100
126,Armenia,2000,female,14,1864000
127,Armenia,2000,male,47,1742500
128,Armenia,2001,female,12,1865438
129,Armenia,2001,male,48,1745078
130,Armenia,2002,female,12,1576826
131,Armenia,2002,male,62,1438018
132,Armenia,2003,female,9,1579136
133,Armenia,2003,male,50,1445230
134,Armenia,2006,female,17,1477951
135,Armenia,2006,male,61,1286445
136,Armenia,2007,female,20,1464169
137,Armenia,2007,male,51,1271144
138,Armenia,2008,female,19,1580998
139,Armenia,2008,male,44,1464393
140,Armenia,2009,female,10,1443562
141,Armenia,2009,male,43,1246133
142,Armenia,2010,female,19,1437243
143,Armenia,2010,male,54,1238982
144,Armenia,2011,female,16,1434102
145,Armenia,2011,male,51,1236264
146,Armenia,2012,female,20,1475506
147,Armenia,2012,male,59,1338794
148,Armenia,2013,female,24,1475593
149,Armenia,2013,male,43,1335071
150,Armenia,2014,female,15,1473933
151,Armenia,2014,male,43,1329096
152,Armenia,2015,female,19,1472585
153,Armenia,2015,male,55,1322750
154,Armenia,2016,female,14,1291746
155,Armenia,2016,male,53,1108287
156,Australia,1985,female,425,7313800
157,Australia,1985,male,1436,7248700
158,Australia,1986,female,463,7428700
159,Australia,1986,male,1581,7381100
160,Australia,1987,female,437,7549000
161,Australia,1987,male,1727,7497500
162,Australia,1988,female,460,7682300
163,Australia,1988,male,1712,7629800
164,Australia,1989,female,424,7820100
165,Australia,1989,male,1642,7750500
166,Australia,1990,female,444,7940900
167,Australia,1990,male,1758,7866100
168,Australia,1991,female,482,8049100
169,Australia,1991,male,1806,7963000
170,Australia,1992,female,465,8148600
171,Australia,1992,male,1786,8054900
172,Australia,1993,female,398,8234300
173,Australia,1993,male,1640,8135700
174,Australia,1994,female,418,8325900
175,Australia,1994,male,1865,8223500
176,Australia,1995,female,459,8442000
177,Australia,1995,male,1711,8324300
178,Australia,1996,female,460,8572400
179,Australia,1996,male,1966,8442700
180,Australia,1997,female,557,8683543
181,Australia,1997,male,2089,8537757
182,Australia,1998,female,524,8789173
183,Australia,1998,male,2108,8632557
184,Australia,1999,female,489,8903984
185,Australia,1999,male,1999,8737718
186,Australia,2000,female,505,9024949
187,Australia,2000,male,1886,8849461
188,Australia,2001,female,522,9157730
189,Australia,2001,male,1936,8973153
190,Australia,2002,female,506,9268481
191,Australia,2002,male,1813,9101577
192,Australia,2003,female,471,9382862
193,Australia,2003,male,1685,9225167
194,Australia,2004,female,442,9511351
195,Australia,2004,male,1672,9343200
196,Australia,2006,female,494,9641316
197,Australia,2006,male,1623,9467930
198,Australia,2007,female,530,9945972
199,Australia,2007,male,1699,9788458
200,Australia,2008,female,508,10131802
201,Australia,2008,male,1833,9988510
202,Australia,2009,female,552,10329158
203,Australia,2009,male,1785,10200159
204,Australia,2010,female,553,10491256
205,Australia,2010,male,1867,10356291
206,Australia,2011,female,580,10512203
207,Australia,2011,male,1812,10369707
208,Australia,2012,female,650,10690641
209,Australia,2012,male,1930,10548268
210,Australia,2013,female,664,10873968
211,Australia,2013,male,1944,10726212
212,Australia,2014,female,709,11046550
213,Australia,2014,male,2182,10881037
214,Australia,2015,female,735,11201512
215,Australia,2015,male,2292,11039273
216,Austria,1985,female,624,3751216
217,Austria,1985,male,1467,3358899
218,Austria,1986,female,628,3751163
219,Austria,1986,male,1511,3367986
220,Austria,1987,female,624,3752067
221,Austria,1987,male,1445,3377939
222,Austria,1988,female,529,3754574
223,Austria,1988,male,1322,3389836
224,Austria,1989,female,585,3765532
225,Austria,1989,male,1313,3412134
226,Austria,1990,female,541,3785073
227,Austria,1990,male,1284,3446280
228,Austria,1991,female,470,3812047
229,Austria,1991,male,1299,3487681
230,Austria,1992,female,477,3844533
231,Austria,1992,male,1282,3530835
232,Austria,1993,female,460,3868844
233,Austria,1993,male,1244,3564725
234,Austria,1994,female,491,3879372
235,Austria,1994,male,1285,3583180
236,Austria,1995,female,455,3884513
237,Austria,1995,male,1333,3592517
238,Austria,1996,female,443,3891584
239,Austria,1996,male,1336,3602122
240,Austria,1997,female,417,3899564
241,Austria,1997,male,1175,3613025
242,Austria,1998,female,382,3908154
243,Austria,1998,male,1177,3625365
244,Austria,1999,female,429,3919903
245,Austria,1999,male,1126,3641706
246,Austria,2000,female,432,3932182
247,Austria,2000,male,1156,3659891
248,Austria,2001,female,408,3949662
249,Austria,2001,male,1081,3684898
250,Austria,2002,female,363,3968970
251,Austria,2002,male,1190,3714192
252,Austria,2003,female,388,3985088
253,Austria,2003,male,1068,3736945
254,Austria,2004,female,346,4008915
255,Austria,2004,male,1076,3764190
256,Austria,2005,female,350,4032829
257,Austria,2005,male,1049,3794632
258,Austria,2006,female,297,4051115
259,Austria,2006,male,1000,3818154
260,Austria,2007,female,317,4064372
261,Austria,2007,male,968,3832900
262,Austria,2008,female,304,4077800
263,Austria,2008,male,963,3847458
264,Austria,2009,female,306,4087694
265,Austria,2009,male,972,3859200
266,Austria,2010,female,294,4097737
267,Austria,2010,male,970,3870684
268,Austria,2011,female,313,4109664
269,Austria,2011,male,975,3885482
270,Austria,2012,female,289,4124932
271,Austria,2012,male,987,3906344
272,Austria,2013,female,324,4145640
273,Austria,2013,male,967,3933975
274,Austria,2014,female,324,4172127
275,Austria,2014,male,990,3969038
276,Austria,2015,female,290,4201798
277,Austria,2015,male,961,4017588
278,Austria,2016,female,295,3834844
279,Austria,2016,male,906,3649785
280,Azerbaijan,1990,female,25,3174100
281,Azerbaijan,1990,male,89,2982700
282,Azerbaijan,1991,female,32,3241000
283,Azerbaijan,1991,male,102,3049600
284,Azerbaijan,1992,female,38,3277100
285,Azerbaijan,1992,male,106,3093300
286,Azerbaijan,1993,female,36,3307200
287,Azerbaijan,1993,male,83,3135400
288,Azerbaijan,1994,female,19,3341200
289,Azerbaijan,1994,male,28,3180000
290,Azerbaijan,1995,female,7,3378500
291,Azerbaijan,1995,male,42,3227400
292,Azerbaijan,1996,female,13,3404200
293,Azerbaijan,1996,male,56,3263900
294,Azerbaijan,1997,female,21,3423400
295,Azerbaijan,1997,male,86,3287800
296,Azerbaijan,1998,female,15,3600000
297,Azerbaijan,1998,male,41,3444400
298,Azerbaijan,1999,female,10,3639100
299,Azerbaijan,1999,male,44,3467300
300,Azerbaijan,2000,female,16,3812650
301,Azerbaijan,2000,male,46,3602600
302,Azerbaijan,2001,female,81,3861100
303,Azerbaijan,2001,male,236,3656900
304,Azerbaijan,2002,female,19,3902100
305,Azerbaijan,2002,male,73,3703600
306,Azerbaijan,2003,female,36,3933800
307,Azerbaijan,2003,male,93,3740600
308,Azerbaijan,2004,female,30,3962800
309,Azerbaijan,2004,male,78,3775450
310,Azerbaijan,2007,female,14,4045150
311,Azerbaijan,2007,male,41,3875950
312,Belarus,1990,female,435,5034600
313,Belarus,1990,male,1650,4374200
314,Belarus,1991,female,442,5063500
315,Belarus,1991,male,1727,4412700
316,Belarus,1992,female,470,5107800
317,Belarus,1992,male,1954,4463100
318,Belarus,1993,female,525,5140900
319,Belarus,1993,male,2360,4500200
320,Belarus,1994,female,571,5161300
321,Belarus,1994,male,2582,4492600
322,Belarus,1995,female,514,5184900
323,Belarus,1995,male,2689,4488700
324,Belarus,1996,female,546,5189900
325,Belarus,1996,male,3081,4494900
326,Belarus,1997,female,562,5193600
327,Belarus,1997,male,2964,4498500
328,Belarus,1998,female,550,5196100
329,Belarus,1998,male,3006,4498700
330,Belarus,1999,female,529,5094300
331,Belarus,1999,male,2868,4468900
332,Belarus,2000,female,505,5085317
333,Belarus,2000,male,2978,4458162
334,Belarus,2001,female,490,5071494
335,Belarus,2001,male,2813,4442093
336,Belarus,2002,female,511,5051565
337,Belarus,2002,male,2780,4417669
338,Belarus,2003,female,540,5030001
339,Belarus,2003,male,2916,4390690
340,Belarus,2007,female,456,4951385
341,Belarus,2007,male,2203,4293071
342,Belarus,2008,female,471,4933394
343,Belarus,2008,male,2187,4272352
344,Belarus,2009,female,505,4916448
345,Belarus,2009,male,2238,4253521
346,Belarus,2010,female,390,4830090
347,Belarus,2010,male,2069,4151103
348,Belarus,2011,female,380,4814895
349,Belarus,2011,male,1792,4132425
350,Belarus,2013,female,334,4797034
351,Belarus,2013,male,1568,4113206
352,Belarus,2014,female,276,4794032
353,Belarus,2014,male,1465,4112945
354,Belgium,1985,female,759,4759700
355,Belgium,1985,male,1522,4509900
356,Belgium,1986,female,714,4767700
357,Belgium,1986,male,1488,4519400
358,Belgium,1987,female,695,4769600
359,Belgium,1987,male,1543,4521700
360,Belgium,1988,female,643,4782600
361,Belgium,1988,male,1353,4536700
362,Belgium,1989,female,582,4796700
363,Belgium,1989,male,1338,4552500
364,Belgium,1990,female,592,4806000
365,Belgium,1990,male,1303,4563700
366,Belgium,1991,female,527,4818100
367,Belgium,1991,male,1278,4578500
368,Belgium,1992,female,565,4832700
369,Belgium,1992,male,1313,4595400
370,Belgium,1993,female,590,4849300
371,Belgium,1993,male,1552,4613600
372,Belgium,1994,female,588,4865900
373,Belgium,1994,male,1543,4631500
374,Belgium,1995,female,605,4882300
375,Belgium,1995,male,1550,4644800
376,Belgium,1996,female,555,4898542
377,Belgium,1996,male,1458,4659003
378,Belgium,1997,female,595,4907982
379,Belgium,1997,male,1551,4668241
380,Belgium,1998,female,557,4930419
381,Belgium,1998,male,1462,4690578
382,Belgium,1999,female,496,4943885
383,Belgium,1999,male,1361,4704392
384,Belgium,2000,female,617,4956727
385,Belgium,2000,male,1526,4717298
386,Belgium,2001,female,583,4974251
387,Belgium,2001,male,1582,4735804
388,Belgium,2002,female,579,4997263
389,Belgium,2002,male,1497,4761307
390,Belgium,2003,female,554,5019283
391,Belgium,2003,male,1537,4784839
392,Belgium,2004,female,537,5041684
393,Belgium,2004,male,1450,4806338
394,Belgium,2005,female,552,5068873
395,Belgium,2005,male,1477,4832141
396,Belgium,2006,female,540,5099439
397,Belgium,2006,male,1395,4863263
398,Belgium,2007,female,537,5131909
399,Belgium,2007,male,1320,4898357
400,Belgium,2008,female,547,5165996
401,Belgium,2008,male,1452,4934854
402,Belgium,2009,female,554,5201848
403,Belgium,2009,male,1459,4971518
404,Belgium,2010,female,563,5220704
405,Belgium,2010,male,1450,4990467
406,Belgium,2011,female,600,5283592
407,Belgium,2011,male,1488,5071534
408,Belgium,2012,female,541,5324724
409,Belgium,2012,male,1485,5117913
410,Belgium,2013,female,532,5362716
411,Belgium,2013,male,1363,5163433
412,Belgium,2014,female,561,5389207
413,Belgium,2014,male,1338,5189641
414,Belgium,2015,female,552,5411388
415,Belgium,2015,male,1315,5212968
416,Bosnia and Herzegovina,2011,female,0,1882923
417,Bosnia and Herzegovina,2011,male,5,1790389
418,Bosnia and Herzegovina,2014,female,70,1867562
419,Bosnia and Herzegovina,2014,male,243,1786607
420,Brazil,1985,female,1066,58996800
421,Brazil,1985,male,3162,58482100
422,Brazil,1986,female,1154,60498100
423,Brazil,1986,male,3117,58278300
424,Brazil,1987,female,1163,62069011
425,Brazil,1987,male,3509,60753456
426,Brazil,1988,female,1139,63544932
427,Brazil,1988,male,3327,62156362
428,Brazil,1989,female,1071,65017542
429,Brazil,1989,male,3392,63552766
430,Brazil,1990,female,1214,66465881
431,Brazil,1990,male,3589,64921672
432,Brazil,1991,female,1195,67955648
433,Brazil,1991,male,3961,66326202
434,Brazil,1992,female,1174,69362826
435,Brazil,1992,male,4033,67644195
436,Brazil,1993,female,1187,70712639
437,Brazil,1993,male,4321,68902838
438,Brazil,1994,female,1291,72044422
439,Brazil,1994,male,4605,70144028
440,Brazil,1995,female,1401,73386017
441,Brazil,1995,male,5135,71397574
442,Brazil,1996,female,1398,74713439
443,Brazil,1996,male,5300,72639691
444,Brazil,1997,female,1417,76043898
445,Brazil,1997,male,5474,73888729
446,Brazil,1998,female,1445,77379095
447,Brazil,1998,male,5477,75145216
448,Brazil,1999,female,1226,78716968
449,Brazil,1999,male,5281,76405105
450,Brazil,2000,female,1380,80053417
451,Brazil,2000,male,5383,77662574
452,Brazil,2001,female,1557,81325620
453,Brazil,2001,male,6153,78853176
454,Brazil,2002,female,1694,82657227
455,Brazil,2002,male,6003,80104187
456,Brazil,2003,female,1605,84015212
457,Brazil,2003,male,6234,81381699
458,Brazil,2004,female,1703,85354030
459,Brazil,2004,male,6292,82639038
460,Brazil,2005,female,1804,86641338
461,Brazil,2005,male,6725,83842622
462,Brazil,2006,female,1801,87930465
463,Brazil,2006,male,6817,85044257
464,Brazil,2007,female,1871,89134011
465,Brazil,2007,male,6984,86159181
466,Brazil,2008,female,1918,90268233
467,Brazil,2008,male,7266,87203399
468,Brazil,2009,female,1873,91363020
469,Brazil,2009,male,7473,88206531
470,Brazil,2010,female,2073,92439920
471,Brazil,2010,male,7356,89189792
472,Brazil,2011,female,2088,93501321
473,Brazil,2011,male,7734,90155120
474,Brazil,2012,female,2254,94517324
475,Brazil,2012,male,8041,91073891
476,Brazil,2013,female,2223,95499992
477,Brazil,2013,male,8290,91958860
478,Brazil,2014,female,2233,96461733
479,Brazil,2014,male,8398,92823821
480,Brazil,2015,female,2397,97410044
481,Brazil,2015,male,8766,93677041
482,Bulgaria,1985,female,422,4231000
483,Bulgaria,1985,male,1034,4161500
484,Bulgaria,1986,female,433,4230700
485,Bulgaria,1986,male,975,4160800
486,Bulgaria,1987,female,429,4243200
487,Bulgaria,1987,male,1063,4132200
488,Bulgaria,1988,female,427,4254300
489,Bulgaria,1988,male,1025,4135500
490,Bulgaria,1989,female,419,4264900
491,Bulgaria,1989,male,1041,4138300
492,Bulgaria,1990,female,403,4276100
493,Bulgaria,1990,male,920,4142400
494,Bulgaria,1991,female,383,4286600
495,Bulgaria,1991,male,1001,4145300
496,Bulgaria,1992,female,411,4098100
497,Bulgaria,1992,male,1108,3943400
498,Bulgaria,1993,female,447,4082700
499,Bulgaria,1993,male,1023,3918300
500,Bulgaria,1994,female,416,4084700
501,Bulgaria,1994,male,1048,3910800
502,Bulgaria,1995,female,413,4083800
503,Bulgaria,1995,male,1020,3900100
504,Bulgaria,1996,female,415,4077600
505,Bulgaria,1996,male,1111,3885700
506,Bulgaria,1997,female,463,4066800
507,Bulgaria,1997,male,1002,3867100
508,Bulgaria,1998,female,448,4053500
509,Bulgaria,1998,male,1055,3846000
510,Bulgaria,1999,female,342,4040600
511,Bulgaria,1999,male,965,3826000
512,Bulgaria,2000,female,382,4025070
513,Bulgaria,2000,male,1001,3804025
514,Bulgaria,2001,female,363,3903375
515,Bulgaria,2001,male,951,3688551
516,Bulgaria,2002,female,336,3882319
517,Bulgaria,2002,male,981,3662091
518,Bulgaria,2003,female,292,3859538
519,Bulgaria,2003,male,800,3633628
520,Bulgaria,2004,female,267,3839994
521,Bulgaria,2004,male,746,3607569
522,Bulgaria,2005,female,255,3821459
523,Bulgaria,2005,male,727,3582592
524,Bulgaria,2006,female,225,3801651
525,Bulgaria,2006,male,752,3556857
526,Bulgaria,2007,female,239,3780854
527,Bulgaria,2007,male,663,3531620
528,Bulgaria,2008,female,245,3760046
529,Bulgaria,2008,male,694,3507465
530,Bulgaria,2009,female,206,3737231
531,Bulgaria,2009,male,662,3482586
532,Bulgaria,2010,female,210,3708966
533,Bulgaria,2010,male,649,3453774
534,Bulgaria,2011,female,158,3642960
535,Bulgaria,2011,male,605,3413567
536,Bulgaria,2012,female,199,3581679
537,Bulgaria,2012,male,673,3377973
538,Bulgaria,2013,female,148,3562523
539,Bulgaria,2013,male,573,3358121
540,Bulgaria,2014,female,172,3545030
541,Bulgaria,2014,male,552,3338844
542,Canada,1985,female,693,11912400
543,Canada,1985,male,2565,11587500
544,Canada,1986,female,820,11941300
545,Canada,1986,male,2850,11557800
546,Canada,1987,female,799,12093900
547,Canada,1987,male,2792,11704200
548,Canada,1988,female,776,12241100
549,Canada,1988,male,2734,11839500
550,Canada,1989,female,796,12391400
551,Canada,1989,male,2695,11977000
552,Canada,1990,female,705,12566700
553,Canada,1990,male,2673,12137700
554,Canada,1991,female,718,12911600
555,Canada,1991,male,2875,12478800
556,Canada,1992,female,786,13378100
557,Canada,1992,male,2922,13076300
558,Canada,1993,female,789,13621300
559,Canada,1993,male,3014,13323400
560,Canada,1994,female,780,13780100
561,Canada,1994,male,2968,13465900
562,Canada,1995,female,812,13973500
563,Canada,1995,male,3156,13645000
564,Canada,1996,female,848,14021900
565,Canada,1996,male,3093,13684700
566,Canada,1997,female,767,14212200
567,Canada,1997,male,2914,13872900
568,Canada,1998,female,774,14355306
569,Canada,1998,male,2925,14017230
570,Canada,1999,female,850,14510412
571,Canada,1999,male,3224,14171231
572,Canada,2000,female,808,14673903
573,Canada,2000,male,2798,14334662
574,Canada,2001,female,823,14797866
575,Canada,2001,male,2871,14464189
576,Canada,2002,female,799,14988425
577,Canada,2002,male,2851,14653689
578,Canada,2003,female,862,15148489
579,Canada,2003,male,2903,14810344
580,Canada,2004,female,879,15313862
581,Canada,2004,male,2734,14970104
582,Canada,2005,female,886,15472731
583,Canada,2005,male,2857,15124359
584,Canada,2006,female,817,15611840
585,Canada,2006,male,2695,15291122
586,Canada,2007,female,884,15780064
587,Canada,2007,male,2727,15462567
588,Canada,2008,female,928,15951344
589,Canada,2008,male,2777,15637297
590,Canada,2009,female,901,16124701
591,Canada,2009,male,2989,15812656
592,Canada,2010,female,970,16299214
593,Canada,2010,male,2981,15986926
594,Canada,2011,female,947,16464148
595,Canada,2011,male,2781,16151270
596,Canada,2012,female,954,16639395
597,Canada,2012,male,2972,16321801
598,Canada,2013,female,1013,16819559
599,Canada,2013,male,3041,16495277
600,Chile,1985,female,111,5404600
601,Chile,1985,male,572,5270800
602,Chile,1986,female,122,5542800
603,Chile,1986,male,532,5388900
604,Chile,1987,female,125,5683300
605,Chile,1987,male,568,5525700
606,Chile,1988,female,117,5745000
607,Chile,1988,male,580,5561000
608,Chile,1989,female,99,5844000
609,Chile,1989,male,626,5657000
610,Chile,1990,female,109,5950000
611,Chile,1990,male,634,5759000
612,Chile,1991,female,133,6026200
613,Chile,1991,male,654,5844800
614,Chile,1992,female,96,6160000
615,Chile,1992,male,562,5965000
616,Chile,1993,female,116,6242900
617,Chile,1993,male,624,6063500
618,Chile,1994,female,97,6352700
619,Chile,1994,male,704,6173900
620,Chile,1995,female,123,6547757
621,Chile,1995,male,807,6349886
622,Chile,1996,female,121,6660974
623,Chile,1996,male,796,6464115
624,Chile,1997,female,134,6767797
625,Chile,1997,male,776,6571753
626,Chile,1998,female,132,6869693
627,Chile,1998,male,899,6674247
628,Chile,1999,female,138,6969462
629,Chile,1999,male,903,6774420
630,Chile,2000,female,207,7069189
631,Chile,2000,male,1266,6874386
632,Chile,2001,female,233,7167193
633,Chile,2001,male,1392,6972397
634,Chile,2002,female,246,7263894
635,Chile,2002,male,1357,7068946
636,Chile,2003,female,252,7359474
637,Chile,2003,male,1402,7164284
638,Chile,2004,female,263,7453237
639,Chile,2004,male,1472,7257756
640,Chile,2005,female,279,7544677
641,Chile,2005,male,1403,7348897
642,Chile,2006,female,297,7633819
643,Chile,2006,male,1498,7437777
644,Chile,2007,female,352,7720821
645,Chile,2007,male,1496,7524614
646,Chile,2008,female,414,7805966
647,Chile,2008,male,1674,7609695
648,Chile,2009,female,424,7890181
649,Chile,2009,male,1724,7693968
650,Chile,2010,female,383,7973951
651,Chile,2010,male,1618,7777900
652,Chile,2011,female,370,8053290
653,Chile,2011,male,1657,7857493
654,Chile,2012,female,331,8135237
655,Chile,2012,male,1510,7940010
656,Chile,2013,female,318,8218326
657,Chile,2013,male,1420,8023918
658,Chile,2014,female,314,8300156
659,Chile,2014,male,1475,8106711
660,Chile,2015,female,378,8379071
661,Chile,2015,male,1460,8186654
662,Colombia,1985,female,218,12504900
663,Colombia,1985,male,783,12547500
664,Colombia,1986,female,218,12771000
665,Colombia,1986,male,740,12814600
666,Colombia,1987,female,195,14140430
667,Colombia,1987,male,756,13869002
668,Colombia,1988,female,171,14467173
669,Colombia,1988,male,741,14182328
670,Colombia,1989,female,178,14794942
671,Colombia,1989,male,653,14494887
672,Colombia,1990,female,200,15124385
673,Colombia,1990,male,665,14806588
674,Colombia,1991,female,212,15462024
675,Colombia,1991,male,798,15122154
676,Colombia,1992,female,236,14972700
677,Colombia,1992,male,850,14642700
678,Colombia,1993,female,214,15290100
679,Colombia,1993,male,871,14952100
680,Colombia,1994,female,268,15610300
681,Colombia,1994,male,930,15264300
682,Colombia,1995,female,261,16763990
683,Colombia,1995,male,889,16326909
684,Colombia,1996,female,258,17081232
685,Colombia,1996,male,951,16622404
686,Colombia,1997,female,281,17408293
687,Colombia,1997,male,961,16930532
688,Colombia,1998,female,500,17740903
689,Colombia,1998,male,1552,17246136
690,Colombia,1999,female,493,18070349
691,Colombia,1999,male,1650,17559059
692,Colombia,2000,female,543,18390439
693,Colombia,2000,male,1815,17861903
694,Colombia,2001,female,557,18715414
695,Colombia,2001,male,1855,18169014
696,Colombia,2002,female,564,19021429
697,Colombia,2002,male,1815,18456847
698,Colombia,2003,female,577,19313835
699,Colombia,2003,male,1692,18730678
700,Colombia,2004,female,501,19603308
701,Colombia,2004,male,1743,19001408
702,Colombia,2005,female,465,19896799
703,Colombia,2005,male,1637,19275991
704,Colombia,2006,female,460,20175153
705,Colombia,2006,male,1717,19533523
706,Colombia,2007,female,454,20468273
707,Colombia,2007,male,1727,19806933
708,Colombia,2008,female,448,20769742
709,Colombia,2008,male,1772,20089387
710,Colombia,2009,female,447,21067761
711,Colombia,2009,male,1802,20368412
712,Colombia,2010,female,397,21354006
713,Colombia,2010,male,1710,20635097
714,Colombia,2011,female,382,21638461
715,Colombia,2011,male,1662,20899844
716,Colombia,2012,female,387,21907280
717,Colombia,2012,male,1732,21148584
718,Colombia,2013,female,405,22162757
719,Colombia,2013,male,1663,21383541
720,Colombia,2014,female,371,22410902
721,Colombia,2014,male,1755,21610898
722,Colombia,2015,female,482,22655726
723,Colombia,2015,male,1850,21834701
724,Croatia,1995,female,242,2327300
725,Croatia,1995,male,687,2170100
726,Croatia,1996,female,263,2201200
727,Croatia,1996,male,738,2019600
728,Croatia,1997,female,254,2239700
729,Croatia,1997,male,692,2055400
730,Croatia,1998,female,284,2204700
731,Croatia,1998,male,745,2023200
732,Croatia,1999,female,273,2233900
733,Croatia,1999,male,716,2049900
734,Croatia,2000,female,234,2147300
735,Croatia,2000,male,692,1970700
736,Croatia,2001,female,225,2175216
737,Croatia,2001,male,656,2005417
738,Croatia,2002,female,230,2194500
739,Croatia,2002,male,644,2022800
740,Croatia,2003,female,193,2198700
741,Croatia,2003,male,672,2026900
742,Croatia,2004,female,226,2200400
743,Croatia,2004,male,645,2029200
744,Croatia,2005,female,223,2203188
745,Croatia,2005,male,651,2032687
746,Croatia,2006,female,223,2201440
747,Croatia,2006,male,573,2033506
748,Croatia,2007,female,198,2198361
749,Croatia,2007,male,577,2032494
750,Croatia,2008,female,184,2194947
751,Croatia,2008,male,609,2030636
752,Croatia,2009,female,172,2189223
753,Croatia,2009,male,618,2026827
754,Croatia,2010,female,192,2182036
755,Croatia,2010,male,584,2021927
756,Croatia,2011,female,182,2173782
757,Croatia,2011,male,520,2015247
758,Croatia,2012,female,180,2104950
759,Croatia,2012,male,596,1949346
760,Croatia,2013,female,146,2099472
761,Croatia,2013,male,546,1944985
762,Croatia,2014,female,186,2091949
